path,label
./data/segments/20200706_L_R001S01C01_001-M_0000.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0001.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0003.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0005.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0006.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0009.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0011.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0015.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0016.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0017.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0018.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0019.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0021.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0022.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0023.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0024.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0027.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0028.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0029.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0030.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0031.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0032.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0033.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0035.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0039.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0040.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0042.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0044.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0045.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0046.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0047.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0058.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0059.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0062.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0064.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0066.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0067.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0068.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0071.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0078.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0079.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0080.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0081.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0084.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0086.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0087.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0089.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0092.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0093.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0094.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0100.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0103.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0104.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0113.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0118.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0120.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0121.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0122.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0123.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0124.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0127.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0128.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0129.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0130.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0132.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0133.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0137.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0140.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0142.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0143.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0145.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0148.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0149.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0151.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0152.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0153.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_001-M_0154.wav,20200706_L_R001S01C01_001-M
./data/segments/20200706_L_R001S01C01_002-M_0160.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0161.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0162.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0163.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0164.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0166.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0167.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0168.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0169.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0171.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0176.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0177.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0180.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0183.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0184.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0185.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0186.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0187.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0188.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0190.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0191.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0193.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0196.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0197.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0198.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0199.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0200.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0201.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0203.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0204.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0205.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0207.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0208.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0210.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0211.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0212.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0213.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0214.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0215.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0218.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0221.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0222.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0223.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0224.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0225.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0226.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0227.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0228.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0231.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0233.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0235.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0236.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0237.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0238.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0240.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0242.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0243.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0244.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0246.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0247.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0248.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0249.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0251.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0252.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0253.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0254.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0255.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0256.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0257.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0258.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0259.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0260.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0261.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0262.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0263.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0264.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0265.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0266.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0267.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0268.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0269.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0270.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0271.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0273.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0274.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0275.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_002-M_0277.wav,20200706_L_R001S01C01_002-M
./data/segments/20200706_L_R001S01C01_003-M_0281.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0282.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0283.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0284.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0285.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0286.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0287.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0288.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0289.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0290.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0291.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0292.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0295.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0297.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0298.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0299.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0301.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0302.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0303.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0305.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0306.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0307.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0309.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0310.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0311.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0312.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0313.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0317.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0318.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0321.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0322.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0323.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0324.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0325.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0326.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0329.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0330.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0332.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0333.wav,20200706_L_R001S01C01_003-M
./data/segments/20200706_L_R001S01C01_003-M_0335.wav,20200706_L_R001S01C01_003-M
